x,y,z,vector_magnitude
99.3271,27.7237,-78.6818,129.712
99.4842,27.9617,-78.3491,129.682
99.2462,27.8106,-78.5265,129.575
99.3826,28.0319,-78.1344,129.49
99.211,27.979,-78.3598,129.483
99.3663,28.2225,-77.9128,129.385
99.1198,28.2518,-78.4198,129.509
99.3672,28.4718,-77.9083,129.438
99.1443,28.3355,-78.3914,129.529
99.518,28.543,-77.7035,129.446
99.192,28.5406,-77.9753,129.359
99.4011,28.8485,-77.3814,129.231
99.136,28.7232,-77.7902,129.245
99.274,29.0173,-77.2151,129.072
99.0067,28.9493,-77.4939,129.018
99.1467,29.2254,-76.9524,128.864
98.956,29.1492,-77.3341,128.928
99.1797,29.4353,-76.8312,128.865
98.9825,29.3905,-77.1061,128.867
99.3053,29.6685,-76.6555,128.91
98.9054,29.5807,-77.0835,128.838
99.1813,29.9345,-76.5994,128.843
98.7738,29.8192,-77.0737,128.786
99.0954,30.0692,-76.4836,128.739
98.7048,30.0771,-76.9895,128.743
99.1473,30.523,-76.2246,128.732
98.6565,30.501,-76.9019,128.753
99.0858,30.8606,-76.2395,128.774
98.7065,30.8294,-76.8117,128.816
99.1258,31.1332,-76.1085,128.793
98.7309,31.1967,-76.5793,128.784
99.0479,31.6178,-76.0489,128.816
98.6425,31.49,-76.4085,128.687
98.8756,31.9408,-75.8213,128.629
98.4881,31.916,-76.0751,128.476
98.8138,32.3554,-75.5933,128.551
98.3745,32.4073,-76.0443,128.493
98.7379,32.7817,-75.4164,128.497
98.2715,32.7589,-75.9189,128.429
98.7568,33.1385,-75.2811,128.524
98.2649,33.1705,-75.995,128.575
98.8033,33.5708,-75.2843,128.673
98.3121,33.6259,-75.9979,128.731
98.8543,33.9514,-75.2755,128.807
98.3273,33.9628,-76.1742,128.935
98.6986,34.3635,-75.8062,129.108
98.227,34.3359,-76.5335,129.17
98.5635,34.7645,-75.9113,129.174
98.0761,34.7323,-76.5057,129.145
98.4651,35.2074,-76.0652,129.309
98.1018,35.1651,-76.6898,129.39
98.4936,35.6376,-76.323,129.6
97.9873,35.4819,-77.0963,129.631
98.3936,35.8297,-76.5885,129.734
97.8559,35.7078,-77.3114,129.722
98.4952,36.142,-76.7109,129.97
97.9402,36.0037,-77.6341,130.06
98.5138,36.4221,-77.078,130.279
97.8295,36.2265,-77.9801,130.245
98.4981,36.6653,-77.3885,130.519
97.7792,36.6523,-78.3821,130.568
98.3306,37.0651,-77.7676,130.731
97.6969,36.9595,-78.5216,130.676
98.3136,37.4216,-77.9329,130.918
97.8021,37.2748,-78.6813,130.94
98.4552,37.7029,-78.2628,131.301
97.9224,37.4635,-79.0968,131.334
98.3181,37.8027,-78.6188,131.44
97.6944,37.6044,-79.4473,131.416
98.1842,38.0862,-79.0376,131.672
97.6302,37.7869,-80.0088,131.761
98.1873,38.1079,-79.4642,131.938
97.6848,37.9464,-80.4525,132.117
98.3956,38.381,-79.8498,132.404
97.725,38.3024,-80.8447,132.488
98.3924,38.5256,-80.168,132.636
97.6664,38.2424,-81.2666,132.686
98.2417,38.54,-80.7335,132.871
97.6159,38.2005,-81.7363,132.925
98.1466,38.5228,-81.1805,133.068
97.4917,38.2467,-82.0367,133.032
98.0435,38.583,-81.7545,133.36
97.5943,38.2067,-82.6359,133.466
98.2418,38.4099,-82.2551,133.764
97.8171,38.1034,-83.0858,133.878
98.4327,38.433,-82.67,134.166
97.7905,38.1115,-83.5814,134.169
98.471,38.2886,-83.0526,134.389
97.965,37.9547,-84.0603,134.551
98.5455,38.2473,-83.4189,134.658
97.9075,37.8374,-84.4615,134.727
98.5809,38.0725,-83.8542,134.904
98.0126,37.6591,-84.7319,134.923
98.774,37.8563,-84.0314,135.095
98.3092,37.5179,-84.9034,135.207
98.8615,37.7496,-84.3199,135.309
98.3383,37.2885,-85.1038,135.29
99.146,37.6888,-84.6201,135.687
98.7636,37.3505,-85.5238,135.881
99.1416,37.5542,-85.1716,135.991
98.588,37.1546,-85.9884,135.993
99.1759,37.3817,-85.3917,136.107
98.6043,36.8967,-86.2414,136.095
99.1816,37.0468,-85.6652,136.191
98.6984,36.6504,-86.353,136.167
99.4948,36.829,-85.5977,136.318
98.9681,36.4191,-86.4212,136.344
99.5965,36.6946,-85.8536,136.517
99.1023,36.218,-86.6562,136.537
99.6927,36.4147,-85.9828,136.593
99.0406,35.9337,-86.9618,136.611
99.6986,36.1956,-86.5008,136.866
99.2209,35.7521,-87.2074,136.851
99.8042,35.9362,-86.5547,136.909
99.4445,35.5163,-87.011,136.827
99.9776,35.7171,-86.5304,136.963
99.4748,35.4213,-87.241,136.97
100.012,35.5572,-86.7242,137.069
99.5596,35.286,-87.2118,136.978
100.201,35.4174,-86.6914,137.149
99.7808,35.0884,-87.496,137.27
100.371,35.2986,-86.8747,137.359
99.9447,35.1385,-87.4108,137.347
100.535,35.3304,-86.5977,137.313
100.009,35.0446,-87.2258,137.253
100.568,35.1909,-86.6768,137.351
100.102,34.8781,-87.4057,137.393
100.584,35.0606,-86.818,137.418
100.3,34.7902,-87.1801,137.371
100.678,35.08,-86.9447,137.572
100.384,34.7696,-87.4921,137.625
100.769,34.9971,-87.0229,137.667
100.398,34.7779,-87.3401,137.541
100.706,34.8978,-86.7861,137.446
100.283,34.7363,-87.331,137.441
100.728,34.9477,-86.8757,137.532
100.455,34.8252,-87.3843,137.623
100.924,35.0469,-86.8278,137.67
100.478,34.8101,-87.3746,137.63
100.884,34.9674,-86.8507,137.635
100.452,34.8216,-87.3179,137.578
100.838,35.102,-86.757,137.576
100.389,35.0188,-87.2763,137.556
100.754,35.2608,-86.9265,137.662
100.431,35.1483,-87.1692,137.551
100.843,35.3985,-86.7832,137.673
100.569,35.3587,-87.0771,137.647
100.822,35.5234,-86.8806,137.75
100.473,35.5056,-87.2599,137.731
100.789,35.6963,-87.0894,137.903
100.373,35.5874,-87.3435,137.732
100.705,35.8589,-86.9155,137.774
100.306,35.7487,-87.4829,137.813
100.689,35.9531,-87.1618,137.942
100.394,35.9917,-87.6052,138.018
100.683,36.1313,-87.2233,138.023
100.415,36.0662,-87.6611,138.088
100.811,36.3027,-87.4087,138.279
100.597,36.2975,-87.8039,138.372
100.873,36.5132,-87.6707,138.545
100.573,36.4378,-88.015,138.526
100.862,36.6143,-87.9361,138.732
100.633,36.5738,-88.1891,138.716
100.897,36.7532,-88.0905,138.892
100.616,36.8573,-88.4194,138.924
100.876,36.8954,-88.2737,139.031
100.708,36.9217,-88.3815,138.984
101.083,37.1262,-88.2882,139.251
100.991,37.0704,-88.5691,139.348
101.429,37.176,-88.4085,139.592
101.235,37.0863,-88.8471,139.706
101.583,37.1893,-88.9324,140.04
101.438,37.3021,-89.401,140.263
101.764,37.4759,-89.2549,140.452
101.682,37.4765,-89.6019,140.614
101.975,37.6577,-89.5133,140.818
101.731,37.6777,-89.7122,140.773
101.955,37.7132,-89.908,141.069
101.875,37.6546,-90.0487,141.086
102.123,37.8039,-90.211,141.408
102.011,37.803,-90.3578,141.421
102.311,37.9126,-90.3671,141.672
102.186,38.0158,-90.5736,141.742
102.528,38.0958,-90.7017,142.092
102.546,38.0988,-91.1188,142.372
102.943,38.1359,-91.1746,142.704
102.817,38.0798,-91.5632,142.847
103.169,38.12,-91.7503,143.231
103.011,38.1158,-91.9202,143.225
103.319,38.1196,-92.0599,143.537
103.224,38.0631,-92.4547,143.708
103.625,38.0133,-92.6492,144.107
103.717,38.01,-92.6359,144.164
104.061,38.0188,-92.9312,144.604
104.03,37.872,-93.0688,144.632
104.311,37.8677,-93.4536,145.08
104.479,37.7529,-93.4469,145.167
104.681,37.6716,-93.6314,145.41
104.878,37.7363,-93.8483,145.709
105.116,37.7717,-94.1131,146.059
105.235,37.7778,-94.1718,146.184
105.393,37.6424,-94.5014,146.476
105.44,37.4642,-94.7225,146.607
105.707,37.319,-94.685,146.738
105.861,37.1722,-94.7744,146.869
106.154,36.998,-95.0783,147.232
106.389,36.7601,-95.1466,147.387
106.649,36.5859,-95.4071,147.699
106.826,36.4342,-95.3523,147.754
106.945,36.2083,-95.7764,148.059
107.301,36.07,-95.5329,148.126
107.315,35.8778,-95.9232,148.341
107.656,35.6663,-95.8717,148.504
107.77,35.4334,-96.1987,148.742
107.981,35.2672,-95.9867,148.718
108.103,34.9696,-96.1357,148.833
108.344,34.6556,-95.9925,148.842
108.485,34.4362,-96.1345,148.985
108.644,34.1682,-96.0532,148.987
108.747,33.7298,-96.2441,149.085
108.977,33.5574,-96.0874,149.114
109.119,33.2416,-96.3904,149.342
109.334,32.945,-95.969,149.162
109.35,32.604,-96.1714,149.229
109.584,32.3448,-95.7659,149.083
109.439,31.9127,-96.0237,149.05
109.704,31.5378,-95.5365,148.851
109.629,31.1635,-95.8777,148.937
109.996,31.0023,-95.2333,148.76
109.9,30.6348,-95.5293,148.803
110.125,30.2879,-94.9511,148.528
110.024,29.8973,-94.9859,148.396
110.183,29.6355,-94.3957,148.085
110.004,29.2766,-94.378,147.869
110.031,29.124,-93.8323,147.511
109.906,28.7538,-93.7865,147.316
109.938,28.5286,-93.1714,146.905
109.862,28.2598,-93.3958,146.939
109.932,28.0335,-92.8445,146.598
109.625,27.6675,-93.0865,146.452
109.685,27.485,-92.2544,145.935
109.305,27.1268,-92.4184,145.687
109.412,27.0119,-91.6113,145.235
108.923,26.7886,-91.862,144.984
109.008,26.7086,-90.795,144.36
108.574,26.5184,-90.9341,144.085
108.596,26.4206,-89.9898,143.49
108.145,26.362,-90.0943,143.204
108.042,26.4463,-89.1892,142.574
107.522,26.2512,-89.2802,142.201
107.357,26.4253,-88.5502,141.651
106.783,26.3349,-88.6041,141.233
106.532,26.4751,-87.9088,140.634
106.03,26.4712,-88.0591,140.347
106.039,26.6392,-87.3582,139.948
105.602,26.6594,-87.7952,139.895
105.617,26.8718,-86.9432,139.414
105.011,26.9585,-87.3274,139.212
104.923,27.1887,-86.6116,138.743
104.265,27.3576,-87.3109,138.718
104.227,27.6402,-86.6089,138.305
103.482,27.7732,-87.2109,138.15
103.57,28.1337,-86.6023,137.906
103.095,28.247,-87.3183,138.025
103.273,28.4736,-86.9281,137.959
102.788,28.4632,-87.6228,138.034
102.795,28.7801,-87.3491,137.931
102.35,28.7421,-88.0216,138.02
102.536,28.953,-87.5387,137.895
102.031,28.8941,-88.172,137.911
102.244,29.0373,-87.7817,137.85
101.732,29.0647,-88.6548,138.036
102.085,29.2623,-88.2135,138.055
101.591,29.3059,-89.0414,138.231
101.974,29.4586,-88.5974,138.26
101.441,29.3504,-89.5724,138.474
101.803,29.3742,-89.0646,138.417
101.222,29.1241,-89.93,138.497
101.585,29.1941,-89.2996,138.37
101.147,29.0152,-90.0605,138.504
101.475,28.9725,-89.5748,138.42
101.004,28.7649,-90.3473,138.535
101.309,28.8706,-89.9474,138.519
100.93,28.6015,-90.7,138.678
101.295,28.8766,-90.1386,138.635
100.848,28.727,-90.8065,138.714
101.221,28.8781,-90.2592,138.659
100.845,28.6476,-91.1482,138.918
101.278,28.7582,-90.5829,138.887
100.713,28.5881,-91.324,138.926
101.167,28.6123,-90.5845,138.776
100.613,28.4996,-91.5246,138.967
101.083,28.535,-90.7895,138.834
100.59,28.419,-91.5937,138.98
101.102,28.5523,-90.9219,138.938
100.584,28.5528,-91.5644,138.983
100.955,28.7293,-90.9627,138.894
100.601,28.5431,-91.7648,139.126
101.165,28.8622,-91.2208,139.243
100.517,28.6267,-91.7872,139.098
100.797,28.6828,-91.483,139.111
100.863,29.5882,-91.5809,139.413
100.863,29.5882,-91.5809,139.413
100.225,29.5079,-92.3098,139.416
100.225,29.5079,-92.3098,139.416
100.225,29.5079,-92.3098,139.416
100.225,29.5079,-92.3098,139.416
100.225,29.5079,-92.3098,139.416
100.225,29.5079,-92.3098,139.416
100.702,29.6376,-91.7188,139.397
100.702,29.6376,-91.7188,139.397
100.702,29.6376,-91.7188,139.397
100.702,29.6376,-91.7188,139.397
100.278,29.5548,-92.3861,139.514
100.576,29.6335,-91.8727,139.407
99.9662,29.2833,-92.6961,139.439
100.224,29.4458,-92.116,139.274
99.6709,29.4298,-92.892,139.389
100.144,29.6106,-92.3284,139.392
99.6256,29.6259,-92.9802,139.457
100.008,29.8078,-92.4701,139.43
99.318,29.5906,-93.2272,139.395
99.6977,29.8441,-92.519,139.248
99.157,29.8727,-93.3062,139.393
99.6608,30.1524,-92.6052,139.345
99.0781,30.1766,-93.5493,139.566
99.5495,30.3943,-92.8419,139.476
98.974,30.3122,-93.6078,139.56
99.452,30.3795,-93.3192,139.721
98.8784,30.2917,-94.1402,139.846
99.376,30.3665,-93.8422,140.015
98.745,30.2534,-94.7383,140.147
99.2535,30.4017,-94.3152,140.253
98.7009,30.2301,-95.0371,140.313
99.1354,30.4205,-94.5434,140.327
98.5122,30.2962,-95.4073,140.446
99.0331,30.449,-94.7948,140.431
98.3487,30.2135,-95.6693,140.492
99.0353,30.4334,-95.0342,140.59
98.2539,30.1215,-95.9501,140.597
99.0524,30.3389,-95.2935,140.757
98.2868,30.0825,-96.2279,140.801
99.0446,30.241,-95.7943,141.071
98.2468,29.9159,-96.606,140.997
98.9513,30.1625,-96.2671,141.31
98.1555,29.8649,-97.1272,141.28
98.8846,30.006,-96.8159,141.604
98.2059,29.6278,-97.521,141.536
98.9005,29.9849,-96.9357,141.693
98.2696,29.7981,-97.5436,141.632
98.919,29.9408,-97.281,141.933
98.1817,29.5549,-98.1304,141.925
98.8659,29.7353,-97.6413,142.1
98.1154,29.4573,-98.4311,142.067
98.7621,29.4914,-97.8476,142.119
98.0817,29.1691,-98.6183,142.114
99.0164,29.2207,-98.1078,142.419
98.2164,28.8897,-98.9222,142.361
98.8745,28.9447,-98.4288,142.486
98.1806,28.5825,-99.0947,142.394
98.8645,28.7499,-98.5259,142.506
98.1838,28.2794,-99.2305,142.431
98.8956,28.2894,-98.99,142.757
98.3561,27.8501,-99.6649,142.768
99.0261,27.9316,-99.2289,142.943
98.4039,27.5336,-99.7947,142.83
99.123,27.5121,-99.3619,143.021
98.5507,27.1029,-99.9791,142.978
99.1631,27.1693,-99.4944,143.076
98.51,26.8148,-100.056,142.949
99.2949,26.7097,-99.6135,143.163
98.7284,26.2423,-100.295,143.161
99.4554,26.2699,-99.642,143.213
99.055,26.1067,-99.9911,143.149
99.7273,26.2239,-99.4091,143.232
99.1208,25.8289,-99.8806,143.067
99.6353,25.9616,-99.4721,143.164
99.0952,25.539,-100.029,143.101
99.651,25.5539,-99.6109,143.198
99.2368,25.2446,-99.843,143.017
99.7033,25.2294,-99.4224,143.046
99.2067,24.7033,-99.787,142.862
99.7821,24.8114,-99.2976,142.941
99.2406,24.5115,-99.6749,142.775
99.7747,24.6599,-99.0259,142.721
99.3061,24.3047,-99.302,142.525
99.8297,24.4715,-98.7722,142.551
99.2923,24.1123,-99.1509,142.377
99.9523,24.1492,-98.4538,142.361
99.5795,23.8502,-98.7545,142.258
100.051,24.0239,-98.2715,142.284
99.4693,23.7536,-98.6156,142.068
99.9671,23.8902,-98.0827,142.072
99.6076,23.5422,-98.2025,141.844
100.106,23.7423,-97.7988,141.949
99.6934,23.506,-97.7747,141.602
99.9329,23.6803,-97.4619,141.584
99.6318,23.4858,-97.4733,141.348
100.101,23.6704,-97.1906,141.515
99.8528,23.4746,-97.2361,141.338
100.334,23.8121,-96.8081,141.442
99.8756,23.5939,-97.0121,141.22
100.224,23.6198,-96.6652,141.234
99.8003,23.4165,-96.8398,141.019
100.217,23.5126,-96.3315,140.983
99.9882,23.3299,-96.501,140.906
100.369,23.4724,-96.2079,140.999
100.035,23.3351,-96.2268,140.752
100.418,23.6021,-95.7696,140.758
100.203,23.4932,-95.6569,140.509
100.408,23.8517,-95.4303,140.562
100.163,23.6773,-95.3372,140.294
100.46,23.8406,-95.0279,140.324
100.364,23.8088,-94.7714,140.077
100.571,23.9689,-94.5661,140.113
100.252,23.9187,-94.5529,139.867
100.641,24.0696,-94.3411,140.029
100.459,24.045,-94.2051,139.803
100.698,24.2587,-93.8966,139.804
100.502,24.3605,-94.0018,139.751
100.898,24.4984,-93.8208,139.939
100.74,24.4941,-93.7333,139.766
101.024,24.7279,-93.5581,139.894
100.904,24.6674,-93.5048,139.761
101.143,24.8324,-93.4276,139.912
101.17,24.8143,-93.2699,139.823
101.233,25.027,-93.3304,139.947
101.15,25.0423,-93.087,139.727
101.446,25.2447,-93.2163,140.064
101.491,25.309,-93.0414,139.992
101.464,25.4967,-93.1497,140.078
101.356,25.6202,-92.9306,139.877
101.295,25.8656,-92.8687,139.837
101.27,26.0619,-92.6646,139.72
101.484,26.1004,-92.6726,139.887
101.576,26.1848,-92.5571,139.893
101.656,26.2009,-92.5876,139.975
101.548,26.3761,-92.3894,139.798
101.564,26.5067,-92.603,139.976
101.52,26.6368,-92.4293,139.853
101.584,26.688,-92.6011,140.023
101.606,26.8183,-92.3176,139.877
101.485,26.9397,-92.6186,140.011
101.615,26.9587,-92.3297,139.918
101.596,27.1559,-92.5371,140.08
101.807,27.3397,-92.0109,139.922
101.743,27.3912,-92.3005,140.076
101.751,27.6042,-91.8495,139.827
101.611,27.5674,-92.0956,139.88
101.797,27.6689,-91.8781,139.892
101.755,27.6473,-92.0508,139.971
101.884,27.8215,-91.7491,139.901
101.835,27.8337,-91.8326,139.922
101.931,28.0081,-91.6226,139.89
101.844,27.963,-91.948,140.031
101.955,28.1635,-91.7005,139.99
101.672,28.121,-92.1526,140.072
101.831,28.2907,-91.8309,140.01
101.678,28.238,-92.1327,140.086
101.97,28.3867,-91.4958,139.911
101.688,28.3885,-91.9235,139.987
101.968,28.5266,-91.5312,139.961
101.678,28.5143,-91.9712,140.036
101.842,28.5572,-91.5372,139.88
101.749,28.5191,-91.7693,139.957
101.857,28.6644,-91.3239,139.773
101.547,28.6201,-91.7109,139.792
101.813,28.8564,-91.385,139.82
101.625,28.7921,-91.5967,139.809
101.806,29.099,-91.1851,139.735
101.607,28.8779,-91.5973,139.814
101.708,29.0013,-91.1727,139.635
101.484,28.9481,-91.6509,139.775
101.869,29.2453,-91.107,139.761
101.647,29.1775,-91.5631,139.883
101.983,29.3708,-91.031,139.821
101.394,29.3132,-91.8176,139.894
101.705,29.4279,-91.2802,139.793
101.328,29.1122,-91.8394,139.819
101.768,29.3406,-91.2076,139.772
101.271,29.3815,-91.6378,139.702
101.506,29.5519,-91.1897,139.615
101.246,29.3193,-91.755,139.748
101.526,29.6821,-91.3814,139.782
101.178,29.5594,-91.8178,139.79
101.45,29.8051,-91.4005,139.766
101.133,29.6718,-91.7144,139.714
101.55,29.7465,-91.3419,139.787
100.994,29.6447,-92.0247,139.811
101.369,29.8452,-91.4189,139.728
100.841,29.6423,-92.1145,139.759
101.312,29.8769,-91.419,139.693
100.833,29.7403,-92.1599,139.804
101.247,29.938,-91.4924,139.707
100.621,29.6728,-92.1138,139.607
101.001,30.0891,-91.5191,139.579
100.457,29.8751,-92.2323,139.61
101.031,30.224,-91.5073,139.622
100.654,30.0882,-91.974,139.627
101.061,30.42,-91.5263,139.699
100.52,30.1037,-92.1803,139.67
100.83,30.3014,-91.7499,139.653
100.342,29.895,-92.4648,139.685
100.865,30.1635,-92.0708,139.859
100.484,29.9386,-92.6041,139.889
101.058,30.1228,-91.9132,139.886
100.537,29.8303,-92.716,139.978
101.111,30.12,-91.9901,139.974
100.474,29.9413,-92.8102,140.019
101.082,30.1698,-92.1506,140.069
100.464,29.939,-93.027,140.155
100.919,30.0412,-92.4714,140.136
100.405,29.8244,-93.1329,140.158
100.945,30.0588,-92.5625,140.218
100.37,29.7923,-93.2404,140.198
100.862,30.0352,-92.7322,140.266
100.38,29.7579,-93.3585,140.277
100.92,29.9296,-92.9095,140.403
100.346,29.606,-93.6523,140.416
100.846,29.9371,-93.1734,140.525
100.329,29.6692,-93.8207,140.529
100.979,29.8321,-93.1458,140.58
100.453,29.5547,-93.9754,140.697
100.975,29.8151,-93.4428,140.771
100.394,29.5352,-94.2839,140.857
101.245,29.7989,-93.5198,141.013
100.589,29.526,-94.3669,141.05
101.18,29.6413,-93.7736,141.101
100.697,29.3244,-94.5245,141.19
101.205,29.5103,-93.9953,141.239
100.729,29.1892,-94.6872,141.294
101.367,29.509,-94.0503,141.391
100.841,29.181,-94.6301,141.334
101.522,29.4375,-93.9286,141.406
100.999,29.0452,-94.5734,141.381
101.559,29.2143,-94.0761,141.485
100.988,28.9154,-94.8257,141.516
101.575,29.2446,-94.1559,141.556
101.071,29.0109,-94.9337,141.666
101.803,29.1806,-94.1366,141.693
101.088,28.8783,-94.8702,141.609
101.683,29.1028,-94.0952,141.564
101.056,28.7016,-94.839,141.529
101.706,28.936,-94.2503,141.649
101.076,28.6148,-94.8391,141.526
101.649,28.9508,-94.1887,141.57
101.126,28.6353,-94.9193,141.62
101.71,28.9684,-94.2716,141.673
101.087,28.6378,-94.9131,141.588
101.669,28.9392,-94.3725,141.705
100.974,28.6342,-94.9795,141.551
101.663,28.9755,-94.3656,141.703
100.979,28.5849,-95.0556,141.596
101.597,28.9097,-94.4232,141.681
100.974,28.6312,-95.2556,141.736
101.743,28.9796,-94.408,141.79
101.032,28.5539,-95.2375,141.75
101.699,28.8576,-94.4176,141.74
100.829,28.448,-95.2435,141.588
101.566,28.7328,-94.575,141.724
100.841,28.4,-95.1836,141.546
101.461,28.8779,-94.5297,141.648
100.721,28.4899,-95.2401,141.517
101.331,28.8849,-94.6369,141.628
100.615,28.4843,-95.2038,141.416
101.251,29.0449,-94.6651,141.622
100.488,28.6391,-95.2652,141.398
101.221,29.009,-94.6552,141.587
100.396,28.5861,-95.4041,141.416
101.118,28.8886,-94.6482,141.484
100.318,28.5492,-95.3429,141.312
101.098,28.9333,-94.6456,141.477
100.29,28.4755,-95.5527,141.419
101.089,28.8857,-94.7685,141.543
100.557,28.5585,-95.2753,141.438
101.388,28.9739,-94.4584,141.568
100.55,28.6762,-95.1341,141.362
101.016,28.9962,-94.6923,141.462
100.215,28.6495,-95.2327,141.185
100.933,29.0258,-94.6313,141.369
100.399,28.5697,-94.9715,141.124
101.163,28.9095,-94.3599,141.328
100.316,28.5813,-95.0243,141.102
100.924,28.9367,-94.6049,141.326
100.366,28.5027,-95.2299,141.26
101.14,28.8685,-94.4729,141.378
100.421,28.495,-94.8546,141.045
101.252,28.9083,-94.0271,141.169
100.451,28.5488,-94.9316,141.129
100.945,28.9791,-94.4127,141.221
100.115,28.6879,-95.0951,141.029
100.797,29.0117,-94.4005,141.114
100.229,28.657,-94.7102,140.844
100.991,28.9722,-94.0334,141
100.237,28.814,-94.6915,140.87
100.63,29.156,-94.4423,141.053
99.9843,28.8633,-94.9636,140.883
100.677,29.2106,-94.4525,141.104
100.151,29.0085,-94.5919,140.781
100.926,29.4701,-93.8865,140.958
100.195,29.2582,-94.4264,140.753
100.672,29.5359,-94.1054,140.936
99.8198,29.2561,-94.6162,140.613
100.451,29.607,-93.9693,140.702
99.8822,29.4932,-94.3215,140.509
100.451,29.881,-93.7029,140.583
99.6769,29.6259,-94.3639,140.42
100.136,29.9878,-93.9482,140.545
99.5634,29.7982,-94.423,140.415
100.088,30.1436,-93.9038,140.514
99.638,29.9342,-94.1644,140.324
100.175,30.3853,-93.6743,140.475
99.5856,30.2432,-93.953,140.211
100.033,30.5777,-93.766,140.477
99.4453,30.3779,-94.1479,140.271
99.9033,30.6174,-93.878,140.468
99.2906,30.5498,-94.1236,140.183
99.8736,30.8513,-93.5961,140.31
99.2738,30.7249,-94.0284,140.145
99.7482,31.0486,-93.5562,140.237
99.177,30.9621,-93.9259,140.06
99.6316,31.3201,-93.4704,140.157
98.9966,31.1805,-93.763,139.872
99.4689,31.4597,-93.3334,139.982
98.9738,31.4209,-93.7413,139.895
99.3072,31.6997,-93.6193,140.112
98.906,31.637,-93.9346,140.025
99.166,31.8616,-93.7256,140.12
98.842,31.7094,-93.7778,139.891
99.2286,31.986,-93.5742,140.091
98.8532,31.9498,-93.7828,139.957
99.0167,32.1151,-93.8165,140.133
98.6007,32.0275,-94.0806,139.996
98.9121,32.3127,-93.8424,140.122
98.4789,32.2751,-94.0186,139.926
98.8933,32.4664,-93.7412,140.076
98.5337,32.3261,-94.0651,140.008
98.7494,32.4036,-93.8742,140.049
98.3104,32.3731,-94.1486,139.917
98.5999,32.5544,-93.9168,140.007
98.3814,32.529,-94.0836,139.96
98.5512,32.7055,-93.9954,140.061
98.251,32.6809,-94.1404,139.942
98.3396,32.9392,-93.9903,139.964
97.9752,32.8631,-94.0495,139.73
98.0118,33.0326,-93.9952,139.759
97.7964,33.0251,-93.7202,139.421
97.9704,33.1948,-93.722,139.585
97.7186,33.1731,-93.899,139.522
97.7398,33.3786,-93.9561,139.624
97.3122,33.4527,-94.1753,139.491
97.2175,33.5611,-94.1524,139.435
96.9195,33.5741,-94.2807,139.318
96.7963,33.6802,-94.1156,139.146
96.5388,33.7841,-94.2762,139.101
96.4551,33.939,-94.2757,139.08
96.2213,34.0942,-94.3395,139
96.1097,34.2097,-94.3885,138.984
95.9434,34.3148,-94.229,138.787
95.7981,34.41,-94.4014,138.827
95.6217,34.5046,-94.2054,138.596
95.3366,34.5692,-94.3734,138.53
95.2336,34.6617,-94.1154,138.306
94.9008,34.7509,-94.3467,138.257
94.6736,34.8986,-94.2983,138.106
94.4908,34.9114,-94.5562,138.16
94.2141,35.0547,-94.614,138.047
94.0015,35.192,-94.8644,138.109
93.7534,35.4686,-94.8709,138.015
93.4536,35.5405,-95.0595,137.96
93.2322,35.6365,-95.273,137.982
92.8414,35.7535,-95.4952,137.903
92.5194,35.9329,-95.3955,137.664
92.1985,35.9535,-95.7009,137.666
92.2215,36.0337,-95.7066,137.706
91.8364,36.0969,-96.2954,137.876
91.7683,36.2936,-96.2509,137.851
91.3402,36.2905,-96.9029,138.022
91.1916,36.1952,-96.8996,137.897
90.7029,36.0895,-97.5997,138.04
90.6049,35.9942,-97.6238,137.968
90.2698,35.8668,-98.1212,138.068
90.227,35.8796,-98.2896,138.163
89.9211,35.5345,-98.8692,138.288
89.9204,35.5243,-99.0604,138.422
89.6672,35.2322,-99.5164,138.51
89.7142,35.1012,-99.6134,138.577
89.4185,34.9426,-100.041,138.653
89.4752,34.7511,-100.01,138.62
89.2256,34.4891,-100.449,138.711
89.4878,34.3648,-100.136,138.622
89.2502,33.977,-100.725,138.8
89.6061,33.8085,-100.521,138.841
89.2193,33.3954,-101.18,138.97
89.4452,33.3024,-100.888,138.88
89.2665,33.0853,-101.324,139.031
89.6239,32.9699,-100.718,138.793
89.5535,32.645,-100.944,138.835
89.9302,32.6498,-100.504,138.76
89.9854,32.533,-100.542,138.797
90.288,32.7253,-100.056,138.687
90.1448,32.4007,-100.334,138.719
90.1336,32.405,-99.9805,138.457
90.1412,32.3616,-100.134,138.563
90.4346,32.4899,-99.5309,138.349
90.2752,32.5359,-99.8217,138.465
90.5016,32.8712,-99.1711,138.224
90.3261,32.9309,-99.6047,138.435
90.5882,33.1219,-98.9149,138.157
90.5343,33.3656,-99.3677,138.505
90.9132,33.6936,-98.6094,138.291
90.8633,34.0064,-98.9219,138.557
91.2503,34.4449,-98.3462,138.51
91.1778,34.7042,-98.8853,138.91
91.4297,35.2372,-98.4485,138.9
91.1404,35.3318,-98.8857,139.044
91.3515,35.7321,-98.4979,139.01
91.3709,35.8813,-98.9548,139.385
91.8744,36.3748,-98.7656,139.709
91.7936,36.6313,-99.4541,140.211
92.1784,37.1703,-99.1573,140.395
92.1003,37.3337,-99.8235,140.858
92.6353,37.6098,-99.4484,141.017
92.5153,37.747,-100.104,141.438
92.9728,38.0266,-99.6309,141.479
92.707,38.2008,-100.693,142.102
93.2324,38.4492,-100.204,142.167
93.1579,38.5299,-101.146,142.805
93.6763,38.9088,-100.849,143.037
