x,y,z,vector_magnitude
102.696,-38.8994,-104.957,151.907
103.07,-38.4856,-104.599,151.807
102.516,-38.6881,-104.661,151.526
102.905,-38.3527,-104.195,151.384
102.452,-38.561,-104.39,151.263
102.814,-38.2456,-104.026,151.178
102.422,-38.5457,-103.943,150.931
102.699,-38.0374,-103.628,150.774
102.221,-38.2698,-103.789,150.618
102.55,-37.7903,-103.626,150.608
102.048,-37.9866,-103.682,150.356
102.52,-37.452,-103.21,150.217
101.884,-37.752,-103.54,150.087
102.365,-37.2244,-103.074,149.961
101.73,-37.423,-103.503,149.875
102.246,-36.9208,-103.137,149.849
101.59,-37.1611,-103.638,149.808
102.082,-36.6243,-103.256,149.746
101.45,-36.9468,-103.661,149.676
101.986,-36.3827,-103.425,149.739
101.445,-36.6083,-103.665,149.591
101.972,-36.0041,-103.327,149.569
101.371,-36.3048,-103.565,149.398
101.858,-35.6413,-103.327,149.405
101.121,-36.1173,-103.785,149.336
101.791,-35.5166,-103.632,149.54
101.099,-35.9494,-104.145,149.531
101.73,-35.4012,-103.934,149.681
100.98,-35.7305,-104.394,149.572
101.686,-35.216,-103.921,149.599
101.021,-35.7637,-104.403,149.614
101.692,-35.257,-103.994,149.663
100.957,-35.6456,-104.431,149.562
101.833,-35.0813,-104.015,149.732
101.175,-35.4473,-104.514,149.72
101.883,-34.8379,-104.206,149.842
101.033,-35.415,-104.685,149.736
101.654,-34.8315,-104.492,149.885
100.88,-35.5554,-104.832,149.769
101.49,-34.8566,-104.469,149.763
100.678,-35.2832,-104.67,149.455
101.43,-34.5718,-104.401,149.608
100.48,-35.1548,-104.96,149.495
101.26,-34.512,-104.617,149.631
100.442,-34.9398,-104.842,149.336
101.257,-34.3669,-104.33,149.395
100.357,-34.9648,-104.902,149.327
101.089,-34.302,-104.466,149.361
100.135,-34.8962,-104.981,149.217
100.907,-34.327,-104.496,149.265
99.9857,-34.9039,-105.205,149.276
100.732,-34.1052,-104.713,149.248
99.686,-34.5901,-105.26,149.042
100.385,-33.8984,-104.994,149.164
99.3349,-34.6039,-105.47,148.959
100.161,-33.8686,-105.157,149.122
99.2101,-34.4177,-105.68,148.982
100,-33.5761,-105.216,148.989
99.1927,-34.1234,-105.668,148.894
100.18,-33.3705,-105.093,148.977
99.1076,-34.0875,-105.71,148.858
99.8311,-33.5531,-105.218,148.872
98.7743,-34.15,-105.902,148.788
99.5952,-33.425,-105.409,148.821
98.5248,-34.0138,-106.159,148.775
99.3927,-33.2909,-105.778,148.917
98.3575,-33.9964,-106.502,148.905
99.2469,-33.287,-106.081,149.034
98.2822,-34.0227,-106.715,149.013
99.0823,-33.2985,-106.332,149.106
98.0138,-34.03,-106.915,148.981
98.9251,-33.2765,-106.528,149.137
97.856,-33.9838,-107.103,149.002
98.7909,-33.1216,-106.853,149.246
97.731,-33.7747,-107.414,149.097
98.6882,-33.001,-107.016,149.268
97.6329,-33.6825,-107.641,149.175
98.5744,-32.9305,-107.199,149.309
97.4486,-33.6214,-108.058,149.343
98.3954,-32.9579,-107.513,149.422
97.4012,-33.6913,-108.137,149.385
98.4947,-32.9395,-107.683,149.606
97.4011,-33.6305,-108.361,149.533
98.397,-32.8979,-107.923,149.705
97.4182,-33.6388,-108.659,149.762
98.4016,-32.8797,-108.312,149.985
97.3909,-33.5554,-108.742,149.786
98.4165,-32.6491,-108.272,149.915
97.4433,-33.4151,-108.88,149.889
98.5385,-32.4944,-108.619,150.212
97.4303,-33.2135,-109.144,150.028
98.4857,-32.4291,-108.768,150.272
97.4781,-33.189,-109.62,150.399
98.6358,-32.4259,-109.272,150.734
97.5522,-33.2326,-110.076,150.79
98.6572,-32.473,-109.583,150.984
97.5897,-33.1723,-110.474,151.091
98.824,-32.4628,-110.035,151.419
97.9343,-33.2069,-110.925,151.651
99.0402,-32.4522,-110.535,151.922
98.0109,-33.1658,-111.196,151.89
99.0162,-32.4507,-110.832,152.121
97.9763,-33.2305,-111.433,152.056
99.0723,-32.4691,-111.281,152.49
98.2573,-33.3752,-111.805,152.541
99.3547,-32.6269,-111.617,152.951
98.5234,-33.5059,-112.484,153.239
99.7465,-32.8356,-112.218,153.69
98.8101,-33.6357,-113.043,153.862
100.022,-33.0464,-112.783,154.325
99.2066,-33.995,-113.694,154.674
100.411,-33.3949,-113.437,155.131
99.5067,-34.3611,-114.308,155.398
100.714,-33.915,-113.942,155.809
99.8549,-34.8092,-114.747,156.043
101.212,-34.3969,-114.477,156.627
100.297,-35.5188,-115.253,156.858
101.587,-35.1672,-115.056,157.462
100.815,-36.2783,-115.653,157.656
102.075,-35.9384,-115.456,158.243
101.38,-37.138,-116.137,158.571
102.744,-36.7876,-115.898,159.192
102.035,-38.0132,-116.382,159.377
103.373,-37.6822,-116.029,159.902
102.69,-38.9189,-116.564,160.147
104.284,-38.7755,-116.108,160.81
103.548,-39.9035,-116.649,161.002
105.043,-39.7144,-115.905,161.385
104.411,-40.9445,-116.214,161.505
105.906,-40.7234,-115.334,161.791
105.289,-41.8751,-115.6,161.872
106.725,-41.6248,-114.771,162.158
106.035,-42.8165,-115.147,162.282
107.366,-42.4791,-114.264,162.444
106.666,-43.4515,-114.101,162.125
108.018,-43.0433,-113.154,162.248
107.382,-44.0295,-113,161.983
108.499,-43.6928,-111.957,161.912
107.643,-44.6605,-111.778,161.48
108.758,-44.161,-110.918,161.497
107.919,-44.9401,-110.911,161.144
109.012,-44.3405,-109.934,161.044
108.122,-45.1204,-109.999,160.705
109.208,-44.6297,-108.917,160.564
108.266,-45.4179,-108.934,160.16
109.23,-44.7363,-107.776,159.838
108.251,-45.3248,-107.725,159.303
109.231,-44.6352,-106.79,159.147
108.358,-45.2546,-106.838,158.757
109.29,-44.5353,-105.976,158.615
108.37,-45.1483,-105.8,158.038
109.197,-44.3741,-105.026,157.871
108.312,-44.8539,-104.895,157.31
109.147,-44.1075,-104.052,157.116
108.218,-44.5665,-103.931,156.521
109.068,-43.8599,-103.086,156.353
108.045,-44.2271,-103.164,155.796
108.876,-43.4445,-102.268,155.564
107.839,-43.8203,-102.258,154.939
108.601,-42.9738,-101.379,154.656
107.705,-43.1547,-101.419,154.106
107.531,-42.8639,-100.838,153.52
107.308,-39.2779,-98.8674,151.104
107.308,-39.2779,-98.8674,151.104
107.308,-39.2779,-98.8674,151.104
107.308,-39.2779,-98.8674,151.104
107.308,-39.2779,-98.8674,151.104
106.359,-39.5345,-99.1429,150.68
106.359,-39.5345,-99.1429,150.68
106.359,-39.5345,-99.1429,150.68
106.359,-39.5345,-99.1429,150.68
106.359,-39.5345,-99.1429,150.68
106.359,-39.5345,-99.1429,150.68
107.003,-38.6176,-98.7118,150.615
106.066,-38.7773,-99.0199,150.195
106.586,-38.2489,-98.6079,150.157
105.551,-38.6401,-99.1656,149.893
106.214,-38.0949,-98.7432,149.943
105.352,-38.2321,-99.1339,149.627
105.993,-37.5681,-98.7595,149.664
105.214,-37.7638,-99.063,149.364
105.857,-37.1504,-98.8291,149.51
104.946,-37.542,-99.4109,149.351
105.329,-36.9645,-99.3205,149.416
104.59,-37.3764,-99.6873,149.243
105.225,-36.8514,-99.5613,149.475
104.443,-37.184,-99.8662,149.212
104.877,-36.5549,-99.6323,149.205
104.236,-36.7842,-100.166,149.169
104.806,-36.383,-99.9565,149.329
104.198,-36.6723,-100.361,149.246
104.73,-36.2863,-100.118,149.361
104.04,-36.6566,-100.596,149.29
104.668,-36.2462,-100.245,149.393
103.992,-36.512,-100.744,149.321
104.617,-36.0382,-100.572,149.527
104.057,-36.2906,-100.968,149.463
104.452,-35.9158,-100.873,149.585
103.902,-36.1418,-101.192,149.472
104.431,-35.7155,-101.203,149.745
103.895,-35.9038,-101.421,149.565
104.308,-35.6713,-101.358,149.753
103.948,-35.9007,-101.669,149.768
104.284,-35.6435,-101.606,149.898
103.776,-35.9155,-101.948,149.843
104.165,-35.6778,-101.746,149.918
103.796,-35.9053,-102.062,149.932
104.221,-35.6108,-101.638,149.868
103.842,-35.9315,-101.985,149.917
104.155,-35.6874,-101.69,149.876
103.857,-35.8921,-101.792,149.786
104.192,-35.7271,-101.496,149.779
103.692,-36.0233,-101.645,149.604
103.972,-35.7547,-101.555,149.673
103.654,-35.9959,-101.653,149.576
103.97,-35.8035,-101.508,149.652
103.68,-36.0423,-101.518,149.515
103.884,-35.7884,-101.374,149.497
103.558,-35.9222,-101.274,149.235
103.644,-35.6395,-101.079,149.095
103.387,-35.71,-100.987,148.871
103.499,-35.5594,-100.647,148.682
103.139,-35.6547,-100.838,148.584
103.099,-35.4474,-100.671,148.393
102.838,-35.5658,-100.808,148.334
102.957,-35.3829,-100.473,148.145
102.676,-35.3567,-100.482,147.949
102.615,-35.2327,-100.49,147.883
102.474,-35.2343,-100.604,147.863
102.445,-35.0489,-100.475,147.711
102.248,-35.1292,-100.43,147.563
102.134,-34.8765,-100.352,147.371
101.974,-34.8455,-100.235,147.173
101.796,-34.694,-100.247,147.022
101.708,-34.5918,-100.049,146.803
101.686,-34.3186,-100.144,146.788
101.578,-34.1787,-100.134,146.674
101.531,-34.1052,-100.1,146.601
101.492,-34.0336,-100.074,146.539
101.335,-33.9804,-99.9397,146.327
101.156,-33.847,-100.028,146.231
101.096,-33.8377,-99.8123,146.041
101.101,-33.6977,-99.8742,146.054
100.844,-33.4833,-99.8159,145.787
100.807,-33.1967,-99.8818,145.741
100.397,-33.1272,-100.046,145.554
100.459,-33.0064,-99.9637,145.513
100.154,-32.8318,-100.15,145.392
100.27,-32.6534,-100.275,145.517
100.095,-32.4387,-100.431,145.457
100.238,-32.2609,-100.293,145.421
99.8428,-32.179,-100.601,145.343
99.84,-31.961,-100.726,145.38
99.4993,-31.8731,-101.062,145.36
99.6426,-31.5676,-101.137,145.443
99.4431,-31.5283,-101.373,145.463
99.6718,-31.4143,-101.466,145.659
99.2817,-31.4408,-101.862,145.675
99.5528,-31.2179,-102.136,146.004
99.1716,-31.4178,-102.398,145.97
99.5607,-31.2218,-102.499,146.264
99.1095,-31.356,-102.836,146.223
99.4585,-31.0718,-102.79,146.366
98.9828,-31.291,-103.35,146.485
99.3182,-31.1252,-103.286,146.632
98.8364,-31.3139,-103.736,146.664
99.1823,-31.2105,-103.802,146.922
98.7489,-31.459,-104.201,146.965
99.159,-31.3036,-104.18,147.193
98.8005,-31.6839,-104.632,147.355
99.2861,-31.4791,-104.807,147.76
98.8421,-31.8054,-104.986,147.66
99.2797,-31.5617,-104.899,147.839
98.9158,-31.9812,-105.18,147.885
99.3939,-31.7394,-105.164,148.142
98.9153,-32.0299,-105.633,148.218
99.3744,-31.815,-105.592,148.449
98.696,-32.2658,-105.96,148.356
99.2859,-32.1263,-105.834,148.629
98.6591,-32.4331,-106.189,148.532
99.364,-32.3315,-106.041,148.873
98.7059,-32.8384,-106.402,148.804
99.3638,-32.5759,-106.251,149.076
98.687,-33.0597,-106.494,148.906
99.1591,-32.7799,-106.295,149.016
98.4571,-33.2202,-106.64,148.894
98.9666,-32.8625,-106.611,149.131
98.2404,-33.1484,-106.706,148.782
98.9005,-32.7486,-106.665,149.102
98.157,-33.2763,-107.017,148.979
98.8072,-32.8541,-106.971,149.282
98.1227,-33.3823,-107.35,149.22
98.7775,-33.1208,-107.299,149.556
97.9202,-33.6148,-107.658,149.361
98.7086,-33.3461,-107.402,149.635
97.9427,-33.7854,-108.08,149.718
98.8661,-33.4931,-107.845,150.089
97.962,-33.9997,-108.334,149.962
98.7501,-33.6732,-108.192,150.303
97.9924,-34.2383,-108.891,150.439
98.9585,-33.9978,-108.835,150.976
98.2047,-34.7037,-109.269,150.958
99.1988,-34.4447,-109.192,151.492
98.5614,-35.0779,-109.536,151.469
99.518,-34.8978,-109.416,151.965
98.7767,-35.5786,-109.922,152.005
99.7273,-35.3891,-109.812,152.501
99.0925,-36.0677,-110.252,152.564
100.177,-35.7983,-109.961,152.998
99.4748,-36.4953,-110.286,152.938
100.727,-36.326,-109.883,153.427
99.8554,-37.0079,-110.29,153.312
100.903,-36.5708,-109.721,153.484
100.089,-37.2328,-110.084,153.37
101.315,-36.8319,-109.575,153.714
100.494,-37.5751,-109.759,153.486
101.656,-37.1785,-109.322,153.842
100.81,-37.83,-109.559,153.613
102.036,-37.4356,-108.977,153.912
101.27,-38.1267,-109.172,153.713
102.246,-37.6624,-108.741,153.939
101.319,-38.2664,-108.962,153.631
102.487,-37.7803,-108.567,154.005
101.654,-38.583,-108.848,153.85
102.87,-38.1342,-108.302,154.162
101.86,-38.7627,-108.676,153.91
103.157,-38.2434,-107.901,154.099
102.174,-38.9526,-108.298,153.901
103.365,-38.3586,-107.599,154.056
102.324,-38.9944,-107.906,153.735
103.523,-38.4431,-107.116,153.846
102.621,-38.9888,-107.273,153.488
103.842,-38.4121,-106.598,153.694
102.658,-39.0111,-106.848,153.222
103.827,-38.19,-106.239,153.38
102.77,-38.6902,-106.227,152.783
103.837,-37.8484,-105.557,152.829
102.588,-38.4333,-105.736,152.255
103.589,-37.6617,-105.109,152.305
102.247,-38.1345,-105.541,151.814
103.191,-37.2805,-105.056,151.905
101.843,-37.8831,-105.52,151.465
102.857,-37.0964,-105.02,151.608
101.459,-37.6194,-105.507,151.132
102.444,-36.8918,-104.959,151.235
100.921,-37.5498,-105.6,150.819
101.931,-36.8056,-105.306,151.109
100.455,-37.5519,-105.966,150.765
101.367,-36.8904,-105.713,151.035
100.023,-37.5694,-106.316,150.729
100.982,-36.9193,-105.994,150.98
99.7122,-37.8485,-106.532,150.745
100.691,-37.3823,-106.331,151.136
99.4539,-38.4158,-106.755,150.876
100.55,-37.7741,-106.573,151.31
99.2162,-38.6778,-107.092,151.025
100.259,-38.1404,-106.587,151.219
99.0006,-39.091,-107.118,151.008
100.302,-38.577,-106.791,151.502
99.0801,-39.4377,-107.354,151.318
100.353,-38.9993,-106.865,151.697
99.0213,-40.005,-107.53,151.553
100.276,-39.5894,-107.076,151.947
99.0092,-40.5761,-107.549,151.71
100.298,-40.082,-106.903,151.969
99.0408,-41.1232,-107.303,151.704
100.301,-40.5967,-106.893,152.1
99.125,-41.6665,-107.433,151.999
100.435,-41.2365,-107.058,152.476
99.2955,-42.22,-107.289,152.161
100.586,-41.7028,-106.763,152.496
99.4671,-42.5877,-107.113,152.252
100.853,-41.9869,-106.608,152.642
99.7091,-42.866,-107.016,152.42
100.979,-42.4924,-106.41,152.726
99.832,-43.4552,-106.931,152.607
101.233,-42.8909,-106.299,152.929
99.9121,-43.9523,-106.725,152.658
101.091,-43.4937,-106.204,152.939
99.9024,-44.4502,-106.673,152.759
101.206,-43.8659,-105.953,152.947
100.095,-44.8051,-106.417,152.81
101.394,-44.2788,-105.815,153.095
100.238,-45.2694,-106.047,152.784
101.497,-44.747,-105.62,153.165
100.463,-45.7047,-105.991,153.022
101.786,-45.1585,-105.697,153.53
100.804,-46.1088,-106.162,153.485
102.064,-45.6298,-105.724,153.872
100.911,-46.5968,-106.23,153.75
102.357,-46.0772,-105.563,154.09
101.397,-47.0245,-106,154.041
102.733,-46.5294,-105.399,154.363
101.527,-47.5253,-106.027,154.299
102.953,-47.1003,-105.269,154.594
101.97,-48.1069,-105.754,154.584
103.333,-47.6736,-105.195,154.973
102.281,-48.74,-105.682,154.937
103.719,-48.3291,-105.024,155.317
102.903,-49.4677,-105.214,155.261
104.252,-48.9153,-104.7,155.638
103.305,-50.1215,-105.167,155.706
104.649,-49.716,-104.735,156.181
103.825,-50.8339,-104.961,156.143
105.27,-50.3826,-104.169,156.433
104.355,-51.4291,-104.476,156.366
105.688,-50.9995,-103.703,156.605
104.754,-51.9936,-103.91,156.442
106.369,-51.6681,-102.935,156.779
105.503,-52.8326,-103.27,156.802
106.934,-52.4147,-102.612,157.199
105.979,-53.4251,-102.76,156.989
107.431,-53.0575,-101.771,157.206
106.493,-54.1244,-101.796,156.948
107.852,-53.7306,-100.943,157.189
107.128,-54.7769,-101.07,157.137
108.409,-54.3387,-99.8436,157.079
107.504,-55.3629,-99.6294,156.679
108.741,-54.974,-98.6616,156.783
107.812,-56.0465,-98.3885,156.349
109.045,-55.5191,-97.1671,156.252
108.056,-56.3814,-96.8647,155.685
109.35,-55.8237,-95.4964,155.542
108.399,-56.6113,-95.1916,154.973
109.559,-55.9337,-93.5453,154.539
108.476,-56.6988,-93.0865,153.775
109.307,-55.9094,-91.4181,153.072
108.1,-56.5033,-91.0473,152.21
108.996,-55.523,-89.4977,151.568
107.766,-55.8647,-89.0621,150.554
108.374,-54.7802,-87.6833,149.78
107.055,-55.0961,-87.1306,148.621
107.466,-53.8271,-85.8994,147.733
106.075,-53.8856,-85.3474,146.423
106.488,-52.4992,-84.0859,145.486
105.12,-52.512,-83.8831,144.375
105.481,-51.0796,-82.7173,143.449
104.059,-50.9413,-82.6126,142.296
104.283,-49.4758,-81.4709,141.281
102.765,-49.4401,-81.5562,140.202
103.006,-48.0054,-80.7758,139.425
101.712,-47.9563,-81.0286,138.603
101.948,-46.5405,-80.3049,137.871
100.5,-46.4386,-80.6181,136.953
100.792,-44.9914,-80.1386,136.402
99.4344,-44.8322,-80.4008,135.504
99.71,-43.4614,-80.2547,135.173
98.5357,-43.3858,-80.6097,134.497
98.6601,-42.1425,-80.4801,134.115
97.5536,-42.099,-80.9932,133.6
97.8378,-40.7539,-80.8957,133.331
96.7567,-40.7424,-81.3714,132.827
96.9825,-39.4087,-81.3983,132.606
95.9276,-39.5199,-82.0334,132.263
96.1901,-38.4495,-81.752,131.963
95.1657,-38.5295,-82.4047,131.649
95.4946,-37.5107,-82.3113,131.535
94.4677,-37.6653,-83.2029,131.398
94.9151,-36.7354,-83.2765,131.504
94.0419,-36.8235,-83.9691,131.342
94.5697,-35.7952,-84.056,131.492
93.736,-35.9898,-84.8217,131.44
93.9914,-35.246,-85.1686,131.645
93.2778,-35.4811,-85.8213,131.624
93.5913,-34.7758,-86.2056,131.909
92.8899,-35.0884,-86.9253,131.969
93.1048,-34.3873,-87.3225,132.198
92.4882,-34.721,-87.84,132.195
92.8687,-34.0979,-88.1142,132.482
92.3033,-34.3477,-88.8936,132.672
92.7184,-33.7526,-89.0572,132.918
92.0526,-34.0201,-89.9289,133.11
92.3952,-33.4498,-89.9883,133.243
91.8627,-33.7701,-90.6838,133.427
92.2354,-33.3115,-90.8697,133.695
91.725,-33.6186,-91.5538,133.887
92.0429,-33.2861,-91.8172,134.202
91.7375,-33.6,-92.3956,134.468
92.1262,-33.2479,-92.7981,134.923
91.8119,-33.7071,-93.4249,135.255
92.1021,-33.3624,-93.878,135.68
91.9249,-33.7417,-94.1698,135.855
92.2513,-33.5226,-94.3636,136.156
92.0047,-33.8985,-94.7759,136.369
92.4215,-33.6529,-94.9276,136.695
92.2055,-34.0356,-95.5294,137.063
92.5889,-33.8984,-95.6552,137.374
92.3656,-34.2282,-96.1109,137.624
92.7451,-34.2588,-96.0811,137.865
92.4937,-34.5998,-96.5543,138.112
92.8778,-34.5766,-96.7472,138.499
92.7213,-34.9122,-97.2676,138.842
93.1438,-34.8711,-97.3329,139.16
93.1177,-35.2547,-97.7069,139.501
93.3302,-35.133,-97.9918,139.811
93.2914,-35.4228,-98.2219,140.02
93.5579,-35.437,-98.4001,140.326
93.5733,-35.8609,-98.5023,140.516
93.7677,-35.7704,-98.6788,140.746
93.8254,-36.0903,-98.736,140.906
94.0644,-36.1576,-98.8038,141.13
94.0679,-36.3121,-99.0048,141.313
94.4026,-36.3946,-99.0011,141.554
94.478,-36.6443,-99.2596,141.85
94.6608,-36.7034,-99.2417,141.974
94.7557,-36.9045,-99.4703,142.25
94.9003,-36.9764,-99.4423,142.345
95.0206,-37.1236,-99.5846,142.563
95.1072,-37.272,-99.5331,142.623
95.398,-37.5386,-99.6319,142.956
95.3728,-37.7119,-99.6499,142.997
95.6003,-37.8288,-99.5837,143.134
95.6011,-37.8005,-99.8314,143.3
95.7574,-37.8955,-99.8355,143.432
95.6769,-37.9583,-99.8601,143.412
95.965,-38.0166,-99.781,143.565
96.0256,-38.146,-99.7463,143.615
96.2422,-38.2073,-99.7054,143.748
96.0863,-38.28,-99.5087,143.527
96.2317,-38.1403,-99.5936,143.646
96.0586,-38.293,-99.5607,143.548
96.3426,-38.291,-99.5581,143.736
96.1482,-38.5592,-99.2913,143.492
96.364,-38.4989,-99.3482,143.66
96.1781,-38.5951,-99.4082,143.603
96.4753,-38.5643,-99.1428,143.611
96.2307,-38.7287,-99.0426,143.421
96.6569,-38.6844,-98.8994,143.597
96.3306,-38.8936,-99.0972,143.571
96.696,-38.8591,-98.8929,143.666
96.4122,-39.0918,-98.9972,143.61
96.778,-38.9538,-98.8572,143.722
96.4291,-39.1017,-98.9136,143.567
96.9406,-38.9967,-98.7278,143.755
96.6365,-39.2554,-98.703,143.603
97.0486,-39.0422,-98.629,143.772
96.7124,-39.2977,-98.543,143.556
97.3503,-39.1435,-98.4426,143.876
96.9233,-39.6997,-98.3637,143.686
97.2179,-39.4547,-98.2377,143.731
96.7294,-39.8655,-98.2785,143.543
97.2649,-39.6093,-98.0661,143.688
96.6854,-39.9371,-98.2058,143.483
97.3251,-39.6691,-98.0378,143.726
96.6976,-40.092,-98.2278,143.55
97.469,-39.9578,-97.72,143.687
96.918,-40.525,-97.7441,143.49
97.5189,-40.1546,-97.4431,143.588
96.8916,-40.5845,-97.4677,143.301
97.6884,-40.2688,-97.3794,143.692
97.0967,-40.8277,-97.3658,143.439
97.7767,-40.504,-97.064,143.605
97.2632,-41.0178,-96.8714,143.271
97.9048,-40.6862,-96.6942,143.494
97.2434,-41.1738,-96.5907,143.113
97.8799,-40.7761,-96.3619,143.279
97.372,-41.2835,-96.1635,142.944
98.2656,-40.8894,-95.761,143.172
97.6103,-41.5075,-95.8703,142.975
98.4307,-40.9255,-95.3146,142.998
97.8153,-41.2186,-95.2702,142.63
98.7233,-40.5925,-94.4709,142.544
97.9266,-41.1592,-94.5416,142.203
98.556,-40.5643,-94.1437,142.203
97.8813,-40.97,-94.2215,141.905
98.7738,-40.3936,-93.7768,142.063
98.0141,-40.8339,-93.691,141.606
98.7344,-40.1182,-93.5158,141.786
97.9225,-40.5369,-93.4884,141.323
98.7442,-39.8563,-93.1881,141.503
98.0345,-40.2479,-93.1553,141.098
98.8426,-39.5651,-92.9693,141.345
98.049,-39.9729,-92.9662,140.905
98.859,-39.2116,-92.5069,140.955
97.9869,-39.7417,-92.5543,140.524
98.8121,-38.8246,-92.2533,140.648
97.769,-39.2702,-92.4688,140.183
98.7767,-38.5744,-92.0584,140.426
97.8526,-39.0255,-92.3122,140.07
98.6854,-38.2237,-92.1465,140.324
97.7901,-38.7924,-92.5622,140.127
98.7012,-38.0024,-92.3629,140.417
97.6423,-38.5642,-92.5785,139.971
98.4336,-37.7132,-92.4244,140.192
97.3069,-38.282,-92.4848,139.598
98.1439,-37.4117,-92.3819,139.88
97.1506,-37.9615,-92.5482,139.443
98.1068,-37.0425,-92.5409,139.86
96.979,-37.7287,-92.7956,139.425
97.9064,-36.87,-92.5426,139.675
96.7059,-37.5166,-92.7319,139.136
97.7807,-36.6206,-92.6145,139.569
96.5317,-37.2632,-93.1106,139.2
97.4415,-36.4137,-92.9182,139.48
96.09,-37.0131,-93.3403,138.981
97.0739,-36.1637,-93.246,139.377
95.8729,-36.7617,-93.6958,139.003
96.8917,-35.9468,-93.5276,139.383
95.5215,-36.7383,-93.7296,138.778
96.6381,-35.7864,-93.6287,139.233
95.3363,-36.603,-93.8205,138.676
96.4599,-35.4801,-93.6629,139.054
95.0275,-36.1911,-93.9969,138.475
96.2291,-35.2443,-93.8852,138.984
94.8805,-36.0622,-94.2537,138.516
96.0279,-35.2052,-94.1186,138.993
94.6567,-35.9789,-94.6105,138.584
95.8445,-35.1016,-94.3617,139.005
94.4177,-35.8296,-94.8774,138.565
95.6598,-34.8622,-94.6128,138.988
94.2415,-35.6386,-95.0524,138.515
95.4816,-34.6298,-94.923,139.019
94.0665,-35.4784,-95.2267,138.475
95.3237,-34.6231,-95.2003,139.099
93.9578,-35.5041,-95.5386,138.623
95.1218,-34.5908,-95.5439,139.188
93.6924,-35.4021,-95.8221,138.613
94.9573,-34.2729,-95.6689,139.083
93.6239,-35.1363,-95.8601,138.525
94.8394,-34.1641,-95.686,138.987
93.5544,-35.0682,-95.9357,138.513
94.9155,-34.1268,-95.7126,139.049
93.5499,-34.9985,-96.2607,138.718
94.858,-34.0951,-96.0309,139.221
93.3475,-34.9875,-96.5671,138.792
94.573,-34.0208,-96.3496,139.229
93.0505,-34.8912,-96.785,138.72
94.4605,-33.9413,-96.6038,139.309
93.1529,-34.9382,-97.049,138.984
94.5405,-33.9818,-96.865,139.555
93.2152,-34.9451,-97.2576,139.174
94.5,-33.9049,-97.3173,139.823
93.1873,-34.8547,-97.6677,139.419
94.3806,-33.9487,-97.5672,139.927
93.0457,-34.9422,-97.9039,139.512
94.5858,-33.9296,-97.8792,140.278
93.3251,-34.8426,-98.2815,139.939
94.7967,-33.8077,-98.1078,140.551
93.389,-34.8727,-98.584,140.201
94.8079,-34.0806,-98.3874,140.819
93.2135,-35.0182,-98.8602,140.315
94.6514,-34.0692,-98.6339,140.884
93.1482,-35.0596,-99.2239,140.539
94.6393,-34.149,-98.9243,141.098
93.234,-35.1209,-99.5425,140.836
94.7909,-34.2655,-99.4211,141.577
93.3643,-35.3031,-99.6557,141.048
94.8388,-34.3368,-99.5632,141.726
93.516,-35.3394,-99.9326,141.353
94.9434,-34.4181,-99.9933,142.118
93.6348,-35.4455,-100.185,141.636
95.2268,-34.5036,-100.132,142.425
93.8814,-35.4632,-100.478,142.011
95.3743,-34.5576,-100.344,142.687
94.0835,-35.5339,-100.688,142.311
95.6418,-34.7426,-100.337,142.905
94.2965,-35.7527,-100.9,142.656
95.9647,-34.8717,-100.636,143.363
94.7106,-35.854,-101.117,143.109
96.1951,-35.0023,-100.819,143.677
94.8388,-36.0681,-101.072,143.216
96.3284,-35.0882,-100.822,143.79
95.0883,-36.0381,-101.204,143.467
95.142,-36.2431,-101.321,143.637
98.1593,-35.6446,-100.645,145.035
98.1593,-35.6446,-100.645,145.035
98.1593,-35.6446,-100.645,145.035
96.9314,-36.6542,-100.896,144.634
96.9314,-36.6542,-100.896,144.634
96.9314,-36.6542,-100.896,144.634
96.9314,-36.6542,-100.896,144.634
96.9314,-36.6542,-100.896,144.634
96.9314,-36.6542,-100.896,144.634
98.435,-35.8053,-100.591,145.224
98.435,-35.8053,-100.591,145.224
98.435,-35.8053,-100.591,145.224
97.2573,-36.6381,-100.873,144.833
98.5162,-35.9246,-100.532,145.268
97.2063,-36.9821,-100.765,144.812
98.5166,-36.122,-100.616,145.375
97.4776,-37.0285,-100.682,144.948
98.8552,-36.1777,-100.323,145.416
97.6454,-37.0083,-100.282,144.778
98.9778,-36.1216,-100.118,145.344
97.7274,-37.0361,-100.208,144.79
99.1219,-36.0642,-99.8867,145.269
97.9287,-36.8454,-100.04,144.76
99.1358,-36.1517,-99.6585,145.144
97.9609,-37.0351,-99.9597,144.775
99.3151,-36.0632,-99.7831,145.33
98.0526,-36.7489,-100.118,144.873
99.4729,-35.9108,-99.9099,145.487
98.2851,-36.7402,-100.257,145.125
99.4416,-35.8498,-100.004,145.515
98.2135,-36.564,-100.152,144.959
99.4322,-35.684,-99.9885,145.457
98.3312,-36.5419,-100.127,145.016
99.615,-35.7539,-100.073,145.658
98.588,-36.5252,-100.302,145.307
99.8314,-35.7548,-100.192,145.888
98.7727,-36.5816,-100.387,145.505
100.009,-35.8453,-100.151,146.004
99.0152,-36.6174,-100.295,145.615
100.23,-36.0688,-100.016,146.117
99.2621,-36.7502,-100.207,145.756
100.548,-36.0941,-99.8957,146.259
99.4682,-36.8152,-100.22,145.922
100.777,-36.2901,-99.9184,146.481
